T [s],p [Pa]
0.233,-0.0023534
0.23308,-0.0021117
0.23317,-0.0018529
0.23325,-0.0017453
0.23333,-0.0017992
0.23342,-0.0018411
0.2335,-0.0017744
0.23358,-0.0018149
0.23367,-0.0019035
0.23375,-0.0020359
0.23383,-0.0022831
0.23392,-0.002317
0.234,-0.0024034
0.23408,-0.0026826
0.23417,-0.002716
0.23425,-0.002618
0.23433,-0.0025231
0.23442,-0.0023343
0.2345,-0.0022249
0.23458,-0.0023241
0.23467,-0.0024804
0.23475,-0.0025431
0.23483,-0.0025093
0.23492,-0.0025089
0.235,-0.0025661
0.23508,-0.0026226
0.23517,-0.0025729
0.23525,-0.0022992
0.23533,-0.0021171
0.23542,-0.0021403
0.2355,-0.0021099
0.23558,-0.0019864
0.23567,-0.0018555
0.23575,-0.0017596
0.23583,-0.0015742
0.23592,-0.0014736
0.236,-0.0013652
0.23608,-0.0010652
0.23617,-0.00096478
0.23625,-0.00098521
0.23633,-0.00095937
0.23642,-0.00083477
0.2365,-0.00070187
0.23658,-0.00072068
0.23667,-0.00070215
0.23675,-0.00080076
0.23683,-0.00094627
0.23692,-0.00083978
0.237,-0.00062237
0.23708,-0.00045118
0.23717,-0.00046809
0.23725,-0.00062628
0.23733,-0.0007187
0.23742,-0.0008064
0.2375,-0.00082665
0.23758,-0.00065816
0.23767,-0.00054543
0.23775,-0.00050648
0.23783,-0.00040335
0.23792,-0.00026599
0.238,-0.00011457
0.23808,-0.00010637
0.23817,-0.00022581
0.23825,-0.00039936
0.23833,-0.00068719
0.23842,-0.0010483
0.2385,-0.0014171
0.23858,-0.0015594
0.23867,-0.001561
0.23875,-0.0016303
0.23883,-0.0015385
0.23892,-0.0013586
0.239,-0.0012297
0.23908,-0.001145
0.23917,-0.0012101
0.23925,-0.0013367
0.23933,-0.0014217
0.23942,-0.0013887
0.2395,-0.0012264
0.23958,-0.0011615
0.23967,-0.0012877
0.23975,-0.0014131
0.23983,-0.0013768
0.23992,-0.0012653
0.24,-0.0013082
0.24008,-0.0015748
0.24017,-0.0019466
0.24025,-0.0022271
0.24033,-0.0023439
0.24042,-0.0024181
0.2405,-0.0024285
0.24058,-0.0023269
0.24067,-0.0022637
0.24075,-0.0021799
0.24083,-0.0019051
0.24092,-0.0015559
0.241,-0.0012678
0.24108,-0.001165
0.24117,-0.0010934
0.24125,-0.00086914
0.24133,-0.0007526
0.24142,-0.00057555
0.2415,-0.00022259
0.24158,6.93E-05
0.24167,0.00035672
0.24175,0.00053524
0.24183,0.00066887
0.24192,0.00082771
0.242,0.00085864
0.24208,0.00093172
0.24217,0.0010612
0.24225,0.0009829
0.24233,0.00070554
0.24242,0.00048395
0.2425,0.00029304
0.24258,8.05E-05
0.24267,-3.22E-05
0.24275,-6.27E-05
0.24283,0.00015464
0.24292,0.00057415
0.243,0.00077349
0.24308,0.00083087
0.24317,0.00086845
0.24325,0.00084306
0.24333,0.0010612
0.24342,0.0014087
0.2435,0.0015576
0.24358,0.0015925
0.24367,0.0016125
0.24375,0.0017211
0.24383,0.0017943
0.24392,0.0017454
0.244,0.0017466
0.24408,0.0018665
0.24417,0.002099
0.24425,0.0022433
0.24433,0.0023252
0.24442,0.0023589
0.2445,0.0023262
0.24458,0.0024283
0.24467,0.0023493
0.24475,0.0021303
0.24483,0.0020467
0.24492,0.0019868
0.245,0.0020616
0.24508,0.0020752
0.24517,0.0018226
0.24525,0.0014591
0.24533,0.0012291
0.24542,0.0013748
0.2455,0.0015075
0.24558,0.0013401
0.24567,0.001305
0.24575,0.0014758
0.24583,0.0015493
0.24592,0.0016076
0.246,0.0016663
0.24608,0.001584
0.24617,0.0016442
0.24625,0.0018295
0.24633,0.0019872
0.24642,0.0022216
0.2465,0.0023552
0.24658,0.0024158
0.24667,0.0023782
0.24675,0.0022362
0.24683,0.0022055
0.24692,0.0019217
0.247,0.00133
0.24708,0.00089137
0.24717,0.00063392
0.24725,0.00043117
0.24733,0.00018514
0.24742,-0.00010526
0.2475,-0.00030293
0.24758,-0.00041757
0.24767,-0.00062272
0.24775,-0.0010196
0.24783,-0.0013934
0.24792,-0.0015735
0.248,-0.0017839
0.24808,-0.0019873
0.24817,-0.0019739
0.24825,-0.0020407
0.24833,-0.0022435
0.24842,-0.0023082
0.2485,-0.0023784
0.24858,-0.0024746
0.24867,-0.0023908
0.24875,-0.002149
0.24883,-0.0020039
0.24892,-0.0021052
0.249,-0.0021013
0.24908,-0.0021035
0.24917,-0.0024329
0.24925,-0.0026841
0.24933,-0.0028554
0.24942,-0.0032804
0.2495,-0.0038021
0.24958,-0.0043026
0.24967,-0.0047605
0.24975,-0.005052
0.24983,-0.0052489
0.24992,-0.0054602
0.25,-0.0056927
0.25008,-0.0058926
0.25017,-0.0059299
0.25025,-0.0059066
0.25033,-0.0060608
0.25042,-0.0062315
0.2505,-0.0061975
0.25058,-0.0061417
0.25067,-0.0061636
0.25075,-0.0060724
0.25083,-0.0057882
0.25092,-0.0055161
0.251,-0.005335
0.25108,-0.0051127
0.25117,-0.0051302
0.25125,-0.0055813
0.25133,-0.0060907
0.25142,-0.0064332
0.2515,-0.0065698
0.25158,-0.0066171
0.25167,-0.0066495
0.25175,-0.006347
0.25183,-0.0058714
0.25192,-0.0056812
0.252,-0.005628
0.25208,-0.0055887
0.25217,-0.0056334
0.25225,-0.0056809
0.25233,-0.005636
0.25242,-0.005392
0.2525,-0.0050182
0.25258,-0.0046537
0.25267,-0.0043061
0.25275,-0.0039722
0.25283,-0.0037723
0.25292,-0.0039082
0.253,-0.0039996
0.25308,-0.0036908
0.25317,-0.0033625
0.25325,-0.0030238
0.25333,-0.0026059
0.25342,-0.0022105
0.2535,-0.0017267
0.25358,-0.0013683
0.25367,-0.001131
0.25375,-0.00086088
0.25383,-0.00057766
0.25392,-0.00029332
0.254,-0.00024696
0.25408,-0.00038054
0.25417,-0.00042132
0.25425,-0.00028259
0.25433,2.71E-05
0.25442,0.00026233
0.2545,0.00031549
0.25458,0.00041419
0.25467,0.00049983
0.25475,0.00055127
0.25483,0.00083194
0.25492,0.0011153
0.255,0.0012422
0.25508,0.0014274
0.25517,0.0017177
0.25525,0.0020444
0.25533,0.0022465
0.25542,0.0023706
0.2555,0.002543
0.25558,0.0028703
0.25567,0.0033348
0.25575,0.0036925
0.25583,0.0040595
0.25592,0.0044002
0.256,0.0046926
0.25608,0.0050317
0.25617,0.0051118
0.25625,0.0050977
0.25633,0.0050645
0.25642,0.0050077
0.2565,0.0052417
0.25658,0.0054173
0.25667,0.0054398
0.25675,0.0056377
0.25683,0.0058624
0.25692,0.0060486
0.257,0.0062614
0.25708,0.0063368
0.25717,0.0061981
0.25725,0.0060753
0.25733,0.0060737
0.25742,0.006129
0.2575,0.0061857
0.25758,0.0061127
0.25767,0.0060547
0.25775,0.006121
0.25783,0.006263
0.25792,0.0063466
0.258,0.006133
0.25808,0.0059856
0.25817,0.006037
0.25825,0.0060044
0.25833,0.006011
0.25842,0.0058981
0.2585,0.005717
0.25858,0.0057592
0.25867,0.0057061
0.25875,0.0053958
0.25883,0.0050064
0.25892,0.0047385
0.259,0.0045973
0.25908,0.0043825
0.25917,0.0041484
0.25925,0.0040997
0.25933,0.0042267
0.25942,0.0041954
0.2595,0.0040138
0.25958,0.0040111
0.25967,0.0041922
0.25975,0.0044518
0.25983,0.0046388
0.25992,0.0047826
0.26,0.0049715
0.26008,0.0050057
0.26017,0.0049511
0.26025,0.0050304
0.26033,0.0051038
0.26042,0.0050685
0.2605,0.0049373
0.26058,0.0046061
0.26067,0.0042318
0.26075,0.0040013
0.26083,0.0037197
0.26092,0.0032998
0.261,0.0029697
0.26108,0.0028015
0.26117,0.0026384
0.26125,0.0024131
0.26133,0.0021596
0.26142,0.0020924
0.2615,0.0021026
0.26158,0.0018038
0.26167,0.0014493
0.26175,0.0012135
0.26183,0.00094067
0.26192,0.00068214
0.262,0.00060571
0.26208,0.00077821
0.26217,0.00091167
0.26225,0.001037
0.26233,0.0010913
0.26242,0.00079574
0.2625,0.00050115
0.26258,0.00029041
0.26267,8.41E-05
0.26275,-0.00015046
0.26283,-0.00042064
0.26292,-0.00049289
0.263,-0.000628
0.26308,-0.00083416
0.26317,-0.00092689
0.26325,-0.0011064
0.26333,-0.0013019
0.26342,-0.0015314
0.2635,-0.0017545
0.26358,-0.0019103
0.26367,-0.0020966
0.26375,-0.0021722
0.26383,-0.0021718
0.26392,-0.0021814
0.264,-0.0022275
0.26408,-0.0022362
0.26417,-0.002258
0.26425,-0.0023774
0.26433,-0.0023252
0.26442,-0.002122
0.2645,-0.0018464
0.26458,-0.0015609
0.26467,-0.0013273
0.26475,-0.0011006
0.26483,-0.0008552
0.26492,-0.00062948
0.265,-0.00056864
0.26508,-0.00051102
0.26517,-0.00061685
0.26525,-0.0010056
0.26533,-0.0013538
0.26542,-0.0016124
0.2655,-0.0016256
0.26558,-0.001475
0.26567,-0.0013568
0.26575,-0.0011482
0.26583,-0.0010861
0.26592,-0.0012482
0.266,-0.0013288
0.26608,-0.0014672
0.26617,-0.0017882
0.26625,-0.0020596
0.26633,-0.0022118
0.26642,-0.0021736
0.2665,-0.0019409
0.26658,-0.0016137
0.26667,-0.001174
0.26675,-0.00082575
0.26683,-0.00073454
0.26692,-0.00084207
0.267,-0.0010756
0.26708,-0.0013004
0.26717,-0.0013848
0.26725,-0.0013634
0.26733,-0.0013348
0.26742,-0.0011812
0.2675,-0.00093115
0.26758,-0.00067584
0.26767,-0.00042855
0.26775,-0.00034875
0.26783,-0.00035298
0.26792,-0.00035579
0.268,-0.00044926
0.26808,-0.0005456
0.26817,-0.00053057
0.26825,-0.0004702
0.26833,-0.00040663
0.26842,-0.00030366
0.2685,-0.00021184
0.26858,-0.00029148
0.26867,-0.00070924
0.26875,-0.0011897
0.26883,-0.0014656
0.26892,-0.0016134
0.269,-0.001634
0.26908,-0.0015849
0.26917,-0.0013256
0.26925,-0.00086925
0.26933,-0.00045802
0.26942,-0.00010186
0.2695,9.89E-05
0.26958,7.71E-05
0.26967,-0.00014497
0.26975,-0.00035946
0.26983,-0.0004993
0.26992,-0.0005823
0.27,-0.00050736
0.27008,-0.00042922
0.27017,-0.00025628
0.27025,-0.00022486
0.27033,-0.00046317
0.27042,-0.00056312
0.2705,-0.00054487
0.27058,-0.00031359
0.27067,-9.99E-05
0.27075,-0.00012333
0.27083,-0.00024034
0.27092,-0.00052731
0.271,-0.0007321
0.27108,-0.00090047
0.27117,-0.001093
0.27125,-0.0012753
0.27133,-0.0014078
0.27142,-0.0013166
0.2715,-0.0014404
0.27158,-0.0016491
0.27167,-0.0019379
0.27175,-0.0024897
0.27183,-0.0026202
0.27192,-0.002498
0.272,-0.002483
0.27208,-0.0025498
0.27217,-0.0027558
0.27225,-0.0028953
0.27233,-0.0028826
0.27242,-0.0027636
0.2725,-0.0028236
0.27258,-0.0030936
0.27267,-0.003465
0.27275,-0.00374
0.27283,-0.0037535
0.27292,-0.0041064
0.273,-0.0045729
0.27308,-0.0047116
0.27317,-0.0047909
0.27325,-0.0047377
0.27333,-0.0047549
0.27342,-0.0047946
0.2735,-0.0046695
0.27358,-0.0046132
0.27367,-0.0045639
0.27375,-0.0045276
0.27383,-0.0044551
0.27392,-0.0042164
0.274,-0.00398
0.27408,-0.0038799
0.27417,-0.0038151
0.27425,-0.0037692
0.27433,-0.0037165
0.27442,-0.003502
0.2745,-0.0033611
0.27458,-0.0034867
0.27467,-0.0037032
0.27475,-0.0038433
0.27483,-0.0039983
0.27492,-0.0041771
0.275,-0.0041553
0.27508,-0.0041349
0.27517,-0.0042073
0.27525,-0.0041606
0.27533,-0.0041606
0.27542,-0.0042553
0.2755,-0.0043036
0.27558,-0.0043993
0.27567,-0.0045383
0.27575,-0.0046024
0.27583,-0.0046226
0.27592,-0.00472
0.276,-0.0049183
0.27608,-0.0050603
0.27617,-0.0051438
0.27625,-0.0053033
0.27633,-0.0053792
0.27642,-0.0053266
0.2765,-0.0053095
0.27658,-0.0052315
0.27667,-0.0050837
0.27675,-0.0049538
0.27683,-0.0048153
0.27692,-0.0047398
0.277,-0.0047932
0.27708,-0.0049238
0.27717,-0.0049584
0.27725,-0.0048115
0.27733,-0.0046084
0.27742,-0.0043911
0.2775,-0.004106
0.27758,-0.0038755
0.27767,-0.0037585
0.27775,-0.0034998
0.27783,-0.0031095
0.27792,-0.0026947
0.278,-0.0022239
0.27808,-0.0018599
0.27817,-0.0016335
0.27825,-0.0015293
0.27833,-0.001309
0.27842,-0.00084264
0.2785,-0.0004147
0.27858,3.20E-05
0.27867,0.00037125
0.27875,0.0005416
0.27883,0.00078872
0.27892,0.0009802
0.279,0.0011548
0.27908,0.0015456
0.27917,0.0019757
0.27925,0.0021361
0.27933,0.0023917
0.27942,0.0027952
0.2795,0.0029826
0.27958,0.0032854
0.27967,0.0034724
0.27975,0.0034687
0.27983,0.0037915
0.27992,0.0042805
0.28,0.0047557
0.28008,0.0050229
0.28017,0.0050747
0.28025,0.0051644
0.28033,0.0052709
0.28042,0.0054128
0.2805,0.005619
0.28058,0.0059088
0.28067,0.006211
0.28075,0.0063624
0.28083,0.0064743
0.28092,0.0067491
0.281,0.0069995
0.28108,0.0068805
0.28117,0.0066555
0.28125,0.0066178
0.28133,0.006489
0.28142,0.0063931
0.2815,0.0065891
0.28158,0.0067374
0.28167,0.0068103
0.28175,0.0069655
0.28183,0.0069731
0.28192,0.0069031
0.282,0.0067602
0.28208,0.0064786
0.28217,0.0063117
0.28225,0.006081
0.28233,0.0058605
0.28242,0.0059996
0.2825,0.0064369
0.28258,0.0070087
0.28267,0.0073571
0.28275,0.0075542
0.28283,0.0077707
0.28292,0.0079156
0.283,0.0080505
0.28308,0.0080289
0.28317,0.00799
0.28325,0.0080068
0.28333,0.0079969
0.28342,0.0080305
0.2835,0.0077258
0.28358,0.007285
0.28367,0.0070059
0.28375,0.0065444
0.28383,0.0059742
0.28392,0.0054204
0.284,0.0051358
0.28408,0.0051362
0.28417,0.0050094
0.28425,0.0049617
0.28433,0.0050623
0.28442,0.0050561
0.2845,0.0048872
0.28458,0.0046277
0.28467,0.0044464
0.28475,0.0042843
0.28483,0.0041018
0.28492,0.0039185
0.285,0.0038652
0.28508,0.0039643
0.28517,0.0038427
0.28525,0.0035917
0.28533,0.0034435
0.28542,0.0032623
0.2855,0.0031319
0.28558,0.0030895
0.28567,0.0030501
0.28575,0.0031676
0.28583,0.0033514
0.28592,0.0034699
0.286,0.0036237
0.28608,0.003816
0.28617,0.0041433
0.28625,0.0043747
0.28633,0.0042202
0.28642,0.003946
0.2865,0.0038019
0.28658,0.003816
0.28667,0.0037369
0.28675,0.0034872
0.28683,0.0034256
0.28692,0.0034202
0.287,0.0032168
0.28708,0.0029787
0.28717,0.0026794
0.28725,0.002347
0.28733,0.002104
0.28742,0.0019114
0.2875,0.0017252
0.28758,0.0015723
0.28767,0.0015944
0.28775,0.001701
0.28783,0.0016852
0.28792,0.0015577
0.288,0.0015231
0.28808,0.0015607
0.28817,0.0012359
0.28825,0.00072566
0.28833,0.00049378
0.28842,0.00039632
0.2885,0.00029024
0.28858,0.00016646
0.28867,2.62E-05
0.28875,-0.00020658
0.28883,-0.00049486
0.28892,-0.0006239
0.289,-0.00068251
0.28908,-0.00075793
0.28917,-0.00078732
0.28925,-0.00078779
0.28933,-0.0007818
0.28942,-0.00085521
0.2895,-0.0010006
0.28958,-0.00095397
0.28967,-0.00077528
0.28975,-0.00073356
0.28983,-0.00078186
0.28992,-0.00084605
0.29,-0.00095835
0.29008,-0.0011802
0.29017,-0.0013524
0.29025,-0.0013394
0.29033,-0.0013815
0.29042,-0.0015704
0.2905,-0.0017725
0.29058,-0.0019581
0.29067,-0.0020408
0.29075,-0.0018841
0.29083,-0.0017119
0.29092,-0.0017403
0.291,-0.0017242
0.29108,-0.0014903
0.29117,-0.0011576
0.29125,-0.00096889
0.29133,-0.0010414
0.29142,-0.0010956
0.2915,-0.0010663
0.29158,-0.0012532
0.29167,-0.0013065
0.29175,-0.001117
0.29183,-0.0012725
0.29192,-0.0014093
0.292,-0.0014722
0.29208,-0.0019032
0.29217,-0.0022247
0.29225,-0.0025304
0.29233,-0.0028714
0.29242,-0.0029279
0.2925,-0.0030322
0.29258,-0.003125
0.29267,-0.0032027
0.29275,-0.0034102
0.29283,-0.0036113
0.29292,-0.0037484
0.293,-0.0038304
0.29308,-0.0039663
0.29317,-0.0039611
0.29325,-0.004012
0.29333,-0.0043001
0.29342,-0.0043885
0.2935,-0.0044086
0.29358,-0.0044248
0.29367,-0.0042943
0.29375,-0.0041919
0.29383,-0.0041887
0.29392,-0.0042202
0.294,-0.0042034
0.29408,-0.004266
0.29417,-0.0044054
0.29425,-0.0044894
0.29433,-0.0045025
0.29442,-0.0044938
0.2945,-0.0045684
0.29458,-0.0046458
0.29467,-0.0047184
0.29475,-0.0048072
0.29483,-0.0050527
0.29492,-0.0053492
0.295,-0.005385
0.29508,-0.0055082
0.29517,-0.0057456
0.29525,-0.0059397
0.29533,-0.006013
0.29542,-0.0059446
0.2955,-0.0060978
0.29558,-0.0062791
0.29567,-0.0064699
0.29575,-0.0067339
0.29583,-0.0068036
0.29592,-0.0068949
0.296,-0.0070757
0.29608,-0.0072612
0.29617,-0.0072882
0.29625,-0.0071365
0.29633,-0.0071594
0.29642,-0.0072095
0.2965,-0.0072016
0.29658,-0.0072467
0.29667,-0.0072311
0.29675,-0.0071788
0.29683,-0.0070169
0.29692,-0.0067453
0.297,-0.0064201
0.29708,-0.0061036
0.29717,-0.0058923
0.29725,-0.0057612
0.29733,-0.0058642
0.29742,-0.006047
0.2975,-0.0060705
0.29758,-0.0061658
0.29767,-0.0062282
0.29775,-0.0060348
0.29783,-0.0057382
0.29792,-0.0054322
0.298,-0.00516
0.29808,-0.0048872
0.29817,-0.0046387
0.29825,-0.0045553
0.29833,-0.0044855
0.29842,-0.0043298
0.2985,-0.0041952
0.29858,-0.004012
0.29867,-0.0037242
0.29875,-0.0033421
0.29883,-0.0028585
0.29892,-0.0023774
0.299,-0.0019205
0.29908,-0.0014389
0.29917,-0.0010115
0.29925,-0.00071616
0.29933,-0.0004648
0.29942,-0.00025383
0.2995,-0.00018485
0.29958,0.00012398
0.29967,0.00083639
0.29975,0.0012864
0.29983,0.0014428
0.29992,0.0017506
0.3,0.0019477
0.30008,0.0019714
0.30017,0.0019366
0.30025,0.0017427
0.30033,0.0016025
0.30042,0.0014779
0.3005,0.0012844
0.30058,0.0011409
0.30067,0.001043
0.30075,0.0012156
0.30083,0.0016296
0.30092,0.0020998
0.301,0.0025072
0.30108,0.0025596
0.30117,0.002404
0.30125,0.0023573
0.30133,0.0023503
0.30142,0.0023193
0.3015,0.0024326
0.30158,0.0025975
0.30167,0.0028328
0.30175,0.003384
0.30183,0.0037687
0.30192,0.0037696
0.302,0.00379
0.30208,0.0038896
0.30217,0.0040189
0.30225,0.0040299
0.30233,0.0040081
0.30242,0.004072
0.3025,0.0040088
0.30258,0.0040813
0.30267,0.0042374
0.30275,0.0041278
0.30283,0.0041026
0.30292,0.0042432
0.303,0.0043703
0.30308,0.0044603
0.30317,0.0044578
0.30325,0.0044409
0.30333,0.0044654
0.30342,0.0044634
0.3035,0.0043512
0.30358,0.0044537
0.30367,0.0049396
0.30375,0.0053873
0.30383,0.0057029
0.30392,0.0059989
0.304,0.0062543
0.30408,0.0063533
0.30417,0.0064129
0.30425,0.0066276
0.30433,0.0068252
0.30442,0.006987
0.3045,0.0070552
0.30458,0.0071703
0.30467,0.0075004
0.30475,0.0078282
0.30483,0.0081868
0.30492,0.0084264
0.305,0.0084647
0.30508,0.0084113
0.30517,0.0081948
0.30525,0.0079698
0.30533,0.0077808
0.30542,0.0077295
0.3055,0.007827
0.30558,0.0076522
0.30567,0.0072912
0.30575,0.0069587
0.30583,0.0066496
0.30592,0.0065208
0.306,0.0063979
0.30608,0.0061378
0.30617,0.0058743
0.30625,0.0056435
0.30633,0.0055362
0.30642,0.0056528
0.3065,0.0057862
0.30658,0.0057549
0.30667,0.0056217
0.30675,0.0054923
0.30683,0.0055398
0.30692,0.0054144
0.307,0.004986
0.30708,0.0045933
0.30717,0.0043539
0.30725,0.0045043
0.30733,0.0046139
0.30742,0.0045214
0.3075,0.0045804
0.30758,0.0046435
0.30767,0.0048454
0.30775,0.0049173
0.30783,0.004677
0.30792,0.0046485
0.308,0.0047221
0.30808,0.0046604
0.30817,0.0046353
0.30825,0.0045979
0.30833,0.004412
0.30842,0.0041904
0.3085,0.0040182
0.30858,0.0038316
0.30867,0.003676
0.30875,0.0035326
0.30883,0.0034203
0.30892,0.0034877
0.309,0.0034936
0.30908,0.0033319
0.30917,0.0032616
0.30925,0.0032722
0.30933,0.003227
0.30942,0.0031291
0.3095,0.0031506
0.30958,0.0031428
0.30967,0.0028829
0.30975,0.0027405
0.30983,0.0026916
0.30992,0.0024062
0.31,0.0021704
0.31008,0.0021161
0.31017,0.0019411
0.31025,0.0016526
0.31033,0.001491
0.31042,0.0014477
0.3105,0.0014777
0.31058,0.0015674
0.31067,0.0016525
0.31075,0.0017926
0.31083,0.0020503
0.31092,0.002223
0.311,0.0021244
0.31108,0.0020072
0.31117,0.0019519
0.31125,0.0017884
0.31133,0.0016378
0.31142,0.0014536
0.3115,0.0010806
0.31158,0.0007789
0.31167,0.00058987
0.31175,0.00020243
0.31183,-0.00020039
0.31192,-0.00026643
0.312,-0.00015219
0.31208,-8.93E-05
0.31217,0.00011088
0.31225,0.00041035
0.31233,0.00065678
0.31242,0.00091388
0.3125,0.00096049
0.31258,0.00090045
0.31267,0.00079207
0.31275,0.00057863
0.31283,0.00057297
0.31292,0.00055839
0.313,0.00031055
0.31308,-7.83E-05
0.31317,-0.00072226
0.31325,-0.0014916
0.31333,-0.0022184
0.31342,-0.0029233
0.3135,-0.0035117
0.31358,-0.003977
0.31367,-0.0043019
0.31375,-0.0045038
0.31383,-0.0047429
0.31392,-0.0050117
0.314,-0.0052549
0.31408,-0.0054033
0.31417,-0.0054608
0.31425,-0.0056145
0.31433,-0.0058847
0.31442,-0.0060974
0.3145,-0.0060961
0.31458,-0.0060407
0.31467,-0.0061283
0.31475,-0.0062038
0.31483,-0.0061848
0.31492,-0.0061512
0.315,-0.0062418
0.31508,-0.0064599
0.31517,-0.0066933
0.31525,-0.0067523
0.31533,-0.0066023
0.31542,-0.0066347
0.3155,-0.006815
0.31558,-0.00688
0.31567,-0.0068899
0.31575,-0.0068812
0.31583,-0.0070133
0.31592,-0.0072467
0.316,-0.0073075
0.31608,-0.0073397
0.31617,-0.0074882
0.31625,-0.0076419
0.31633,-0.0077463
0.31642,-0.007873
0.3165,-0.0079749
0.31658,-0.0079039
0.31667,-0.0079298
0.31675,-0.0081388
0.31683,-0.008262
0.31692,-0.0084073
0.317,-0.0086558
0.31708,-0.0087447
0.31717,-0.0086925
0.31725,-0.0087205
0.31733,-0.0087254
0.31742,-0.0086029
0.3175,-0.0084743
0.31758,-0.0085026
0.31767,-0.0086027
0.31775,-0.0086003
0.31783,-0.0085781
0.31792,-0.0085497
0.318,-0.0085151
0.31808,-0.0083532
0.31817,-0.0079267
0.31825,-0.0076736
0.31833,-0.0077394
0.31842,-0.0077552
0.3185,-0.0076376
0.31858,-0.0074232
0.31867,-0.0071757
0.31875,-0.0070644
0.31883,-0.0071592
0.31892,-0.0073604
0.319,-0.0074832
0.31908,-0.0076432
0.31917,-0.0079788
0.31925,-0.008091
0.31933,-0.0080957
0.31942,-0.0082954
0.3195,-0.0083165
0.31958,-0.0082067
0.31967,-0.0080576
0.31975,-0.0078809
0.31983,-0.007825
0.31992,-0.0076889
0.32,-0.0074653
0.32008,-0.0069997
0.32017,-0.0063464
0.32025,-0.005823
0.32033,-0.0053258
0.32042,-0.0049683
0.3205,-0.004644
0.32058,-0.0043023
0.32067,-0.0041635
0.32075,-0.0039998
0.32083,-0.0038025
0.32092,-0.0036861
0.321,-0.0036205
0.32108,-0.0037389
0.32117,-0.0037577
0.32125,-0.0034909
0.32133,-0.0032636
0.32142,-0.0029984
0.3215,-0.0027888
0.32158,-0.0027696
0.32167,-0.0027911
0.32175,-0.0028992
0.32183,-0.0028665
0.32192,-0.0027824
0.322,-0.0027843
0.32208,-0.0026717
0.32217,-0.0024414
0.32225,-0.0020974
0.32233,-0.0018492
0.32242,-0.0015486
0.3225,-0.0011043
0.32258,-0.00071454
0.32267,-0.00018382
0.32275,0.00029214
0.32283,0.00068573
0.32292,0.0010784
0.323,0.0012475
0.32308,0.0013946
0.32317,0.0015792
0.32325,0.0018524
0.32333,0.0022516
0.32342,0.0024751
0.3235,0.002629
0.32358,0.0029616
0.32367,0.0032509
0.32375,0.0033219
0.32383,0.0033226
0.32392,0.0032461
0.324,0.0031305
0.32408,0.0031879
0.32417,0.0033699
0.32425,0.0035255
0.32433,0.0037027
0.32442,0.0038552
0.3245,0.0039358
0.32458,0.004206
0.32467,0.0044687
0.32475,0.0046424
0.32483,0.0049642
0.32492,0.0049593
0.325,0.0047238
0.32508,0.0045859
0.32517,0.0043249
0.32525,0.0040395
0.32533,0.0037083
0.32542,0.0035795
0.3255,0.0037706
0.32558,0.0038135
0.32567,0.0037838
0.32575,0.0038217
0.32583,0.0038862
0.32592,0.0040577
0.326,0.0041682
0.32608,0.0040716
0.32617,0.0040705
0.32625,0.0042037
0.32633,0.0041031
0.32642,0.0039815
0.3265,0.0039363
0.32658,0.0038211
0.32667,0.0039233
0.32675,0.0041182
0.32683,0.0041014
0.32692,0.0039944
0.327,0.0038586
0.32708,0.0036888
0.32717,0.0037165
0.32725,0.0038894
0.32733,0.0039559
0.32742,0.0039834
0.3275,0.0038483
0.32758,0.0035928
0.32767,0.0034232
0.32775,0.0031915
0.32783,0.0029682
0.32792,0.0027694
0.328,0.0025383
0.32808,0.0023927
0.32817,0.0023995
0.32825,0.0025566
0.32833,0.0026553
0.32842,0.0027122
0.3285,0.0027317
0.32858,0.0025552
0.32867,0.0023512
0.32875,0.0022318
0.32883,0.0020565
0.32892,0.0018527
0.329,0.0018859
0.32908,0.0020194
0.32917,0.0019909
0.32925,0.0020143
0.32933,0.0021277
0.32942,0.0021266
0.3295,0.0021124
0.32958,0.0021373
0.32967,0.0020808
0.32975,0.0021406
0.32983,0.0023171
0.32992,0.0023335
0.33,0.0023033
0.33008,0.0022987
0.33017,0.0024272
0.33025,0.0027304
0.33033,0.0028589
0.33042,0.0029125
0.3305,0.003102
0.33058,0.0033169
0.33067,0.0034576
0.33075,0.0035009
0.33083,0.0035577
0.33092,0.0036692
0.331,0.0038353
0.33108,0.0039869
0.33117,0.0041549
0.33125,0.0043305
0.33133,0.004416
0.33142,0.0045831
0.3315,0.0046881
0.33158,0.0046702
0.33167,0.0047052
0.33175,0.0047158
0.33183,0.0047795
0.33192,0.0048955
0.332,0.0049807
0.33208,0.0049169
0.33217,0.00487
0.33225,0.0050478
0.33233,0.0051846
0.33242,0.005537
0.3325,0.0060038
0.33258,0.0060954
0.33267,0.0060951
0.33275,0.0061071
0.33283,0.0060904
0.33292,0.0060057
0.333,0.005924
0.33308,0.0059778
0.33317,0.0059739
0.33325,0.0060867
0.33333,0.0062795
0.33342,0.0065149
0.3335,0.0069312
0.33358,0.0071035
0.33367,0.007133
0.33375,0.0071124
0.33383,0.0068605
0.33392,0.006597
0.334,0.006275
0.33408,0.0060888
0.33417,0.0061387
0.33425,0.0060831
0.33433,0.0060368
0.33442,0.0060915
0.3345,0.0061674
0.33458,0.0062964
0.33467,0.0063432
0.33475,0.0063
0.33483,0.0063659
0.33492,0.0063994
0.335,0.0062518
0.33508,0.0061862
0.33517,0.0063077
0.33525,0.0065051
0.33533,0.0066495
0.33542,0.0066427
0.3355,0.0066272
0.33558,0.00665
