t [s],p [Pa]
0.24258,0.076946
0.24267,0.073634
0.24275,0.069392
0.24283,0.0649
0.24292,0.060109
0.243,0.054318
0.24308,0.04807
0.24317,0.041878
0.24325,0.035877
0.24333,0.02939
0.24342,0.022268
0.2435,0.01542
0.24358,0.0086663
0.24367,0.0016544
0.24375,-0.0057261
0.24383,-0.013271
0.24392,-0.020208
0.244,-0.026629
0.24408,-0.032774
0.24417,-0.038638
0.24425,-0.044385
0.24433,-0.050021
0.24442,-0.055204
0.2445,-0.059548
0.24458,-0.063549
0.24467,-0.067284
0.24475,-0.070268
0.24483,-0.072667
0.24492,-0.074953
0.245,-0.077192
0.24508,-0.078589
0.24517,-0.079128
0.24525,-0.079198
0.24533,-0.078755
0.24542,-0.077903
0.2455,-0.076415
0.24558,-0.074349
0.24567,-0.071514
0.24575,-0.06807
0.24583,-0.064519
0.24592,-0.060139
0.246,-0.055178
0.24608,-0.050332
0.24617,-0.045199
0.24625,-0.039657
0.24633,-0.03325
0.24642,-0.025991
0.2465,-0.018994
0.24658,-0.012088
0.24667,-0.0048105
0.24675,0.0025347
0.24683,0.010134
0.24692,0.017716
0.247,0.024747
0.24708,0.031466
0.24717,0.03801
0.24725,0.044308
0.24733,0.0502
0.24742,0.055488
0.2475,0.060239
0.24758,0.064534
0.24767,0.068321
0.24775,0.071198
0.24783,0.073335
0.24792,0.075694
0.248,0.078005
0.24808,0.079269
0.24817,0.079464
0.24825,0.07894
0.24833,0.077645
0.24842,0.075817
0.2485,0.073666
0.24858,0.070572
0.24867,0.067023
0.24875,0.063579
0.24883,0.059556
0.24892,0.055289
0.249,0.050629
0.24908,0.045347
0.24917,0.039888
0.24925,0.033764
0.24933,0.026882
0.24942,0.01954
0.2495,0.01231
0.24958,0.0051838
0.24967,-0.0017393
0.24975,-0.0078352
0.24983,-0.014039
0.24992,-0.020423
0.25,-0.026618
0.25008,-0.03288
0.25017,-0.039081
0.25025,-0.045343
0.25033,-0.051408
0.25042,-0.057264
0.2505,-0.062986
0.25058,-0.068558
0.25067,-0.0734
0.25075,-0.07669
0.25083,-0.079342
0.25092,-0.081776
0.251,-0.083742
0.25108,-0.085436
0.25117,-0.086716
0.25125,-0.087346
0.25133,-0.087046
0.25142,-0.086119
0.2515,-0.08462
0.25158,-0.082607
0.25167,-0.080608
0.25175,-0.078084
0.25183,-0.074742
0.25192,-0.070696
0.252,-0.06606
0.25208,-0.061275
0.25217,-0.056194
0.25225,-0.050719
0.25233,-0.044933
0.25242,-0.039105
0.2525,-0.032958
0.25258,-0.026202
0.25267,-0.019545
0.25275,-0.012852
0.25283,-0.0058238
0.25292,0.0013801
0.253,0.0084665
0.25308,0.015692
0.25317,0.023355
0.25325,0.030402
0.25333,0.036821
0.25342,0.042712
0.2535,0.047969
0.25358,0.053481
0.25367,0.05843
0.25375,0.062528
0.25383,0.066873
0.25392,0.070651
0.254,0.073345
0.25408,0.075744
0.25417,0.077914
0.25425,0.079297
0.25433,0.079467
0.25442,0.078752
0.2545,0.077368
0.25458,0.075607
0.25467,0.073649
0.25475,0.070601
0.25483,0.066788
0.25492,0.062791
0.255,0.058049
0.25508,0.053121
0.25517,0.048394
0.25525,0.043102
0.25533,0.037221
0.25542,0.031273
0.2555,0.024884
0.25558,0.017771
0.25567,0.010743
0.25575,0.0037649
0.25583,-0.0034104
0.25592,-0.010298
0.256,-0.017078
0.25608,-0.023885
0.25617,-0.030423
0.25625,-0.036157
0.25633,-0.04136
0.25642,-0.046657
0.2565,-0.051397
0.25658,-0.055812
0.25667,-0.060305
0.25675,-0.064428
0.25683,-0.0685
0.25692,-0.072109
0.257,-0.074423
0.25708,-0.076034
0.25717,-0.077454
0.25725,-0.078296
0.25733,-0.078449
0.25742,-0.078038
0.2575,-0.076722
0.25758,-0.074395
0.25767,-0.072014
0.25775,-0.069598
0.25783,-0.066177
0.25792,-0.062432
0.258,-0.058577
0.25808,-0.05403
0.25817,-0.049136
0.25825,-0.043689
0.25833,-0.037846
0.25842,-0.031987
0.2585,-0.025871
0.25858,-0.018902
0.25867,-0.010916
0.25875,-0.0033678
0.25883,0.0037495
0.25892,0.011202
0.259,0.018323
0.25908,0.025326
0.25917,0.032189
0.25925,0.038262
0.25933,0.043839
0.25942,0.049461
0.2595,0.054741
0.25958,0.059165
0.25967,0.063413
0.25975,0.067713
0.25983,0.072097
0.25992,0.076517
0.26,0.079804
0.26008,0.08209
0.26017,0.084134
0.26025,0.085716
0.26033,0.08632
0.26042,0.085617
0.2605,0.084119
0.26058,0.081987
0.26067,0.079187
0.26075,0.076081
0.26083,0.072453
0.26092,0.068365
0.261,0.064326
0.26108,0.059964
0.26117,0.054812
0.26125,0.049123
0.26133,0.043037
0.26142,0.036997
0.2615,0.031114
0.26158,0.024368
0.26167,0.0167
0.26175,0.0092658
0.26183,0.0022869
0.26192,-0.0048427
0.262,-0.011992
0.26208,-0.019023
0.26217,-0.026227
0.26225,-0.033224
0.26233,-0.03955
0.26242,-0.045643
0.2625,-0.051732
0.26258,-0.056938
0.26267,-0.061147
0.26275,-0.065412
0.26283,-0.069937
0.26292,-0.074031
0.263,-0.077297
0.26308,-0.079758
0.26317,-0.08171
0.26325,-0.083544
0.26333,-0.084732
0.26342,-0.084508
0.2635,-0.083547
0.26358,-0.082328
0.26367,-0.080338
0.26375,-0.077736
0.26383,-0.074506
0.26392,-0.070362
0.264,-0.06623
0.26408,-0.062348
0.26417,-0.05754
0.26425,-0.051788
0.26433,-0.045671
0.26442,-0.039383
0.2645,-0.033283
0.26458,-0.026936
0.26467,-0.019984
0.26475,-0.012907
0.26483,-0.006031
0.26492,0.00064146
0.265,0.007658
0.26508,0.015103
0.26517,0.022466
0.26525,0.029514
0.26533,0.036412
0.26542,0.043387
0.2655,0.050145
0.26558,0.056531
0.26567,0.061944
0.26575,0.066292
0.26583,0.070695
0.26592,0.075136
0.266,0.078787
0.26608,0.08137
0.26617,0.083383
0.26625,0.085052
0.26633,0.08612
0.26642,0.086525
0.2665,0.086101
0.26658,0.085282
0.26667,0.084233
0.26675,0.082083
0.26683,0.078686
0.26692,0.074592
0.267,0.070186
0.26708,0.065723
0.26717,0.060854
0.26725,0.054886
0.26733,0.048298
0.26742,0.041938
0.2675,0.035474
0.26758,0.02863
0.26767,0.021422
0.26775,0.013906
0.26783,0.0065068
0.26792,-0.00063071
0.268,-0.0076339
0.26808,-0.014627
0.26817,-0.021468
0.26825,-0.028099
0.26833,-0.034517
0.26842,-0.040939
0.2685,-0.047647
0.26858,-0.053537
0.26867,-0.058363
0.26875,-0.062813
0.26883,-0.066864
0.26892,-0.070905
0.269,-0.074125
0.26908,-0.076131
0.26917,-0.077811
0.26925,-0.079045
0.26933,-0.080093
0.26942,-0.080766
0.2695,-0.080408
0.26958,-0.079576
0.26967,-0.07848
0.26975,-0.076704
0.26983,-0.074094
0.26992,-0.070757
0.27,-0.067187
0.27008,-0.063432
0.27017,-0.059085
0.27025,-0.054017
0.27033,-0.048154
0.27042,-0.042157
0.2705,-0.036354
0.27058,-0.030075
0.27067,-0.023506
0.27075,-0.016852
0.27083,-0.01024
0.27092,-0.0039426
0.271,0.0025262
0.27108,0.009283
0.27117,0.016417
0.27125,0.023495
0.27133,0.030269
0.27142,0.03766
0.2715,0.044858
0.27158,0.051002
0.27167,0.056227
0.27175,0.06057
0.27183,0.064715
0.27192,0.06836
0.272,0.071321
0.27208,0.073879
0.27217,0.075738
0.27225,0.07718
0.27233,0.078155
0.27242,0.078619
0.2725,0.078376
0.27258,0.077165
0.27267,0.07561
0.27275,0.073328
0.27283,0.069764
0.27292,0.065591
0.273,0.061387
0.27308,0.056916
0.27317,0.05162
0.27325,0.045843
0.27333,0.039938
0.27342,0.033589
0.2735,0.027295
0.27358,0.02084
0.27367,0.013418
0.27375,0.0062191
0.27383,-0.00037936
0.27392,-0.0071572
0.274,-0.013968
0.27408,-0.020976
0.27417,-0.027495
0.27425,-0.033239
0.27433,-0.039257
0.27442,-0.045572
0.2745,-0.052082
0.27458,-0.058138
0.27467,-0.063299
0.27475,-0.068333
0.27483,-0.073034
0.27492,-0.077217
0.275,-0.080888
0.27508,-0.083711
0.27517,-0.08603
0.27525,-0.087711
0.27533,-0.088568
0.27542,-0.08885
0.2755,-0.088312
0.27558,-0.087505
0.27567,-0.086699
0.27575,-0.084791
0.27583,-0.08172
0.27592,-0.078171
0.276,-0.0744
0.27608,-0.070424
0.27617,-0.065952
0.27625,-0.060632
0.27633,-0.05461
0.27642,-0.048703
0.2765,-0.042651
0.27658,-0.035731
0.27667,-0.028384
0.27675,-0.020837
0.27683,-0.013405
0.27692,-0.0061112
0.277,0.0016939
0.27708,0.0096913
0.27717,0.017154
0.27725,0.023823
0.27733,0.030461
0.27742,0.037642
0.2775,0.044426
0.27758,0.050678
0.27767,0.056665
0.27775,0.062022
0.27783,0.067715
0.27792,0.073585
0.278,0.078233
0.27808,0.082305
0.27817,0.085811
0.27825,0.088504
0.27833,0.090741
0.27842,0.091492
0.2785,0.09115
0.27858,0.090814
0.27867,0.090074
0.27875,0.088463
0.27883,0.085731
0.27892,0.082253
0.279,0.078476
0.27908,0.074594
0.27917,0.070361
0.27925,0.065006
0.27933,0.059061
0.27942,0.05312
0.2795,0.046753
0.27958,0.039746
0.27967,0.032395
0.27975,0.025014
0.27983,0.017515
0.27992,0.010327
0.28,0.0034022
0.28008,-0.0038587
0.28017,-0.010729
0.28025,-0.016639
0.28033,-0.022327
0.28042,-0.028047
0.2805,-0.033638
0.28058,-0.039482
0.28067,-0.044983
0.28075,-0.050315
0.28083,-0.056297
0.28092,-0.061544
0.281,-0.065794
0.28108,-0.070025
0.28117,-0.073336
0.28125,-0.074789
0.28133,-0.075535
0.28142,-0.076125
0.2815,-0.075584
0.28158,-0.074757
0.28167,-0.074072
0.28175,-0.072724
0.28183,-0.071238
0.28192,-0.069551
0.282,-0.067285
0.28208,-0.064615
0.28217,-0.061162
0.28225,-0.056575
0.28233,-0.051529
0.28242,-0.04657
0.2825,-0.040597
0.28258,-0.033682
0.28267,-0.027334
0.28275,-0.021022
0.28283,-0.014016
0.28292,-0.0070826
0.283,2.47E-05
0.28308,0.0076836
0.28317,0.014868
0.28325,0.021744
0.28333,0.028901
0.28342,0.035746
0.2835,0.042438
0.28358,0.048827
0.28367,0.05435
0.28375,0.059832
0.28383,0.065242
0.28392,0.06962
0.284,0.073505
0.28408,0.07743
0.28417,0.080921
0.28425,0.083977
0.28433,0.086707
0.28442,0.088462
0.2845,0.088735
0.28458,0.08828
0.28467,0.087529
0.28475,0.08568
0.28483,0.082883
0.28492,0.079514
0.285,0.075398
0.28508,0.071074
0.28517,0.066452
0.28525,0.061004
0.28533,0.055707
0.28542,0.050728
0.2855,0.044356
0.28558,0.036817
0.28567,0.029474
0.28575,0.022119
0.28583,0.014722
0.28592,0.0074129
0.286,-0.00063888
0.28608,-0.0090989
0.28617,-0.016316
0.28625,-0.022914
0.28633,-0.029906
0.28642,-0.036276
0.2865,-0.042181
0.28658,-0.048113
0.28667,-0.05363
0.28675,-0.059102
0.28683,-0.064512
0.28692,-0.068638
0.287,-0.071634
0.28708,-0.074822
0.28717,-0.077814
0.28725,-0.080206
0.28733,-0.082151
0.28742,-0.083084
0.2875,-0.083375
0.28758,-0.083587
0.28767,-0.083424
0.28775,-0.082451
0.28783,-0.080444
0.28792,-0.077768
0.288,-0.074901
0.28808,-0.071605
0.28817,-0.067311
0.28825,-0.06259
0.28833,-0.058179
0.28842,-0.053471
0.2885,-0.04816
0.28858,-0.042355
0.28867,-0.035941
0.28875,-0.029177
0.28883,-0.02233
0.28892,-0.015398
0.289,-0.0079026
0.28908,4.48E-07
0.28917,0.0075199
0.28925,0.01506
0.28933,0.022873
0.28942,0.030502
0.2895,0.037944
0.28958,0.045069
0.28967,0.05175
0.28975,0.05808
0.28983,0.063732
0.28992,0.068263
0.29,0.071779
0.29008,0.074694
0.29017,0.077135
0.29025,0.079204
0.29033,0.081381
0.29042,0.083472
0.2905,0.084901
0.29058,0.085982
0.29067,0.086469
0.29075,0.085743
0.29083,0.084362
0.29092,0.082775
0.291,0.080272
0.29108,0.07601
0.29117,0.070836
0.29125,0.0659
0.29133,0.060742
0.29142,0.055383
0.2915,0.050149
0.29158,0.044554
0.29167,0.038254
0.29175,0.031326
0.29183,0.024246
0.29192,0.016802
0.292,0.0091391
0.29208,0.0019851
0.29217,-0.0053695
0.29225,-0.013098
0.29233,-0.021097
0.29242,-0.029397
0.2925,-0.036589
0.29258,-0.042904
0.29267,-0.049764
0.29275,-0.056407
0.29283,-0.061853
0.29292,-0.066876
0.293,-0.071652
0.29308,-0.075021
0.29317,-0.077461
0.29325,-0.080197
0.29333,-0.082567
0.29342,-0.083928
0.2935,-0.084972
0.29358,-0.085868
0.29367,-0.08604
0.29375,-0.085194
0.29383,-0.083501
0.29392,-0.081818
0.294,-0.079893
0.29408,-0.076321
0.29417,-0.071461
0.29425,-0.066345
0.29433,-0.061044
0.29442,-0.055778
0.2945,-0.050701
0.29458,-0.045317
0.29467,-0.039306
0.29475,-0.033504
0.29483,-0.028272
0.29492,-0.021939
0.295,-0.014687
0.29508,-0.0084692
0.29517,-0.0024708
0.29525,0.0044655
0.29533,0.0119
0.29542,0.019331
0.2955,0.026066
0.29558,0.031858
0.29567,0.037015
0.29575,0.041846
0.29583,0.04672
0.29592,0.051837
0.296,0.056513
0.29608,0.060209
0.29617,0.063624
0.29625,0.067198
0.29633,0.070455
0.29642,0.07278
0.2965,0.074804
0.29658,0.07684
0.29667,0.077547
0.29675,0.076742
0.29683,0.0751
0.29692,0.073059
0.297,0.07101
0.29708,0.068862
0.29717,0.0658
0.29725,0.061563
0.29733,0.057246
0.29742,0.052945
0.2975,0.048247
0.29758,0.043274
0.29767,0.037882
0.29775,0.031755
0.29783,0.024707
0.29792,0.017139
0.298,0.0092916
0.29808,0.0016416
0.29817,-0.0052543
0.29825,-0.011833
0.29833,-0.018629
0.29842,-0.025835
0.2985,-0.033208
0.29858,-0.040307
0.29867,-0.04674
0.29875,-0.053112
0.29883,-0.059863
0.29892,-0.065868
0.299,-0.070852
0.29908,-0.074839
0.29917,-0.077855
0.29925,-0.080271
0.29933,-0.082069
0.29942,-0.083349
0.2995,-0.083947
0.29958,-0.084478
0.29967,-0.085028
0.29975,-0.084452
0.29983,-0.082884
0.29992,-0.080751
0.3,-0.07787
0.30008,-0.074351
0.30017,-0.070332
0.30025,-0.065213
0.30033,-0.059175
0.30042,-0.053042
0.3005,-0.046439
0.30058,-0.039621
0.30067,-0.033218
0.30075,-0.026832
0.30083,-0.020307
0.30092,-0.013728
0.301,-0.0068655
0.30108,9.53E-05
0.30117,0.0065661
0.30125,0.012637
0.30133,0.0187
0.30142,0.025035
0.3015,0.031806
0.30158,0.038826
0.30167,0.045619
0.30175,0.051575
0.30183,0.057276
0.30192,0.063112
0.302,0.068476
0.30208,0.073822
0.30217,0.078827
0.30225,0.082624
0.30233,0.0856
0.30242,0.087628
0.3025,0.088607
0.30258,0.089339
0.30267,0.090256
0.30275,0.09075
0.30283,0.090243
0.30292,0.089079
0.303,0.087576
0.30308,0.085653
0.30317,0.083143
0.30325,0.079719
0.30333,0.075225
0.30342,0.069962
0.3035,0.063873
0.30358,0.057067
0.30367,0.049839
0.30375,0.041982
0.30383,0.034396
0.30392,0.027268
0.304,0.019675
0.30408,0.012002
0.30417,0.0046604
0.30425,-0.0021979
0.30433,-0.0089854
0.30442,-0.016097
0.3045,-0.02316
0.30458,-0.030319
0.30467,-0.037075
0.30475,-0.043188
0.30483,-0.049305
0.30492,-0.05488
0.305,-0.059531
0.30508,-0.063914
0.30517,-0.068116
0.30525,-0.071509
0.30533,-0.074041
0.30542,-0.075946
0.3055,-0.077164
0.30558,-0.077974
0.30567,-0.078546
0.30575,-0.078783
0.30583,-0.078247
0.30592,-0.076894
0.306,-0.075172
0.30608,-0.072927
0.30617,-0.070468
0.30625,-0.067598
0.30633,-0.06394
0.30642,-0.06007
0.3065,-0.055282
0.30658,-0.049126
0.30667,-0.042423
0.30675,-0.036006
0.30683,-0.029805
0.30692,-0.023117
0.307,-0.016509
0.30708,-0.0099566
0.30717,-0.0030662
0.30725,0.0039428
0.30733,0.011065
0.30742,0.018261
0.3075,0.025805
0.30758,0.032985
0.30767,0.039924
0.30775,0.04728
0.30783,0.054106
0.30792,0.060296
0.308,0.065789
0.30808,0.070554
0.30817,0.075182
0.30825,0.079492
0.30833,0.08299
0.30842,0.085583
0.3085,0.087655
0.30858,0.088891
0.30867,0.089023
0.30875,0.088718
0.30883,0.088099
0.30892,0.086742
0.309,0.084838
0.30908,0.082603
0.30917,0.079333
0.30925,0.07523
0.30933,0.070808
0.30942,0.065702
0.3095,0.06023
0.30958,0.054247
0.30967,0.047754
0.30975,0.041205
0.30983,0.034212
0.30992,0.027278
0.31,0.020747
0.31008,0.014042
0.31017,0.0069795
0.31025,-0.00040392
0.31033,-0.0074005
0.31042,-0.013771
0.3105,-0.020394
0.31058,-0.026975
0.31067,-0.033184
0.31075,-0.039548
0.31083,-0.045506
0.31092,-0.051201
0.311,-0.056821
0.31108,-0.061694
0.31117,-0.066639
0.31125,-0.071735
0.31133,-0.076246
0.31142,-0.080256
0.3115,-0.083381
0.31158,-0.085106
0.31167,-0.085382
0.31175,-0.085259
0.31183,-0.085414
0.31192,-0.084869
0.312,-0.083379
0.31208,-0.081334
0.31217,-0.078442
0.31225,-0.075129
0.31233,-0.071963
0.31242,-0.067954
0.3125,-0.063046
0.31258,-0.05787
0.31267,-0.05164
0.31275,-0.044763
0.31283,-0.037745
0.31292,-0.030024
0.313,-0.022575
0.31308,-0.01569
0.31317,-0.0080622
0.31325,0.00023893
0.31333,0.0082256
0.31342,0.015478
0.3135,0.022363
0.31358,0.029278
0.31367,0.035825
0.31375,0.042017
0.31383,0.047815
0.31392,0.052799
0.314,0.05738
0.31408,0.061762
0.31417,0.065896
0.31425,0.06965
0.31433,0.073
0.31442,0.076416
0.3145,0.079438
0.31458,0.081498
0.31467,0.082568
0.31475,0.082818
0.31483,0.082714
0.31492,0.081833
0.315,0.079933
0.31508,0.077377
0.31517,0.074181
0.31525,0.070774
0.31533,0.067231
0.31542,0.063218
0.3155,0.058928
0.31558,0.054146
0.31567,0.049029
0.31575,0.044084
0.31583,0.038315
0.31592,0.031497
0.316,0.024513
0.31608,0.017388
0.31617,0.010147
0.31625,0.0023985
0.31633,-0.0057669
0.31642,-0.013437
0.3165,-0.020492
0.31658,-0.027125
0.31667,-0.033844
0.31675,-0.040846
0.31683,-0.047503
0.31692,-0.053823
0.317,-0.060381
0.31708,-0.066901
0.31717,-0.072773
0.31725,-0.077818
0.31733,-0.081758
0.31742,-0.084902
0.3175,-0.087578
0.31758,-0.089375
0.31767,-0.090147
0.31775,-0.089998
0.31783,-0.089548
0.31792,-0.089223
0.318,-0.088716
0.31808,-0.087542
0.31817,-0.085133
0.31825,-0.082241
0.31833,-0.0793
0.31842,-0.075298
0.3185,-0.070291
0.31858,-0.064768
0.31867,-0.059047
0.31875,-0.05301
0.31883,-0.046153
0.31892,-0.038842
0.319,-0.031333
0.31908,-0.024026
0.31917,-0.017127
0.31925,-0.0097915
0.31933,-0.0020281
0.31942,0.0054095
0.3195,0.012264
0.31958,0.018731
0.31967,0.025223
0.31975,0.031946
0.31983,0.038658
0.31992,0.044791
0.32,0.050602
0.32008,0.05683
0.32017,0.062809
0.32025,0.067865
0.32033,0.072203
0.32042,0.075872
0.3205,0.079058
0.32058,0.08185
0.32067,0.083866
0.32075,0.084731
0.32083,0.084815
0.32092,0.084339
0.321,0.082951
0.32108,0.08093
0.32117,0.078495
0.32125,0.07576
0.32133,0.073222
0.32142,0.070469
0.3215,0.06648
0.32158,0.061533
0.32167,0.056542
0.32175,0.051335
0.32183,0.045327
0.32192,0.038271
0.322,0.030386
0.32208,0.0225
0.32217,0.015155
0.32225,0.0077851
0.32233,5.18E-05
0.32242,-0.0072225
0.3225,-0.013724
0.32258,-0.019983
0.32267,-0.026123
0.32275,-0.032114
0.32283,-0.038184
0.32292,-0.043843
0.323,-0.048982
0.32308,-0.054648
0.32317,-0.060258
0.32325,-0.064738
0.32333,-0.068473
0.32342,-0.071984
0.3235,-0.07541
0.32358,-0.078142
0.32367,-0.079983
0.32375,-0.081116
0.32383,-0.081553
0.32392,-0.081769
0.324,-0.081226
0.32408,-0.079301
0.32417,-0.076754
0.32425,-0.074063
0.32433,-0.071007
0.32442,-0.067496
0.3245,-0.063329
0.32458,-0.058522
0.32467,-0.053881
0.32475,-0.049467
0.32483,-0.044622
0.32492,-0.039279
0.325,-0.033492
0.32508,-0.027417
0.32517,-0.021012
0.32525,-0.014097
0.32533,-0.0065456
0.32542,0.0015584
0.3255,0.009186
0.32558,0.016355
0.32567,0.024013
0.32575,0.031696
0.32583,0.038734
0.32592,0.045094
0.326,0.050798
0.32608,0.056294
0.32617,0.062197
0.32625,0.067868
0.32633,0.072659
0.32642,0.077234
0.3265,0.081498
0.32658,0.085076
0.32667,0.087875
0.32675,0.089414
0.32683,0.090187
0.32692,0.090739
0.327,0.09074
0.32708,0.089506
0.32717,0.08688
0.32725,0.083873
0.32733,0.080767
0.32742,0.077035
0.3275,0.07251
0.32758,0.067383
0.32767,0.061985
0.32775,0.056274
0.32783,0.050356
0.32792,0.044205
0.328,0.03764
0.32808,0.031036
0.32817,0.024276
0.32825,0.017224
0.32833,0.010189
0.32842,0.0031083
0.3285,-0.0035732
0.32858,-0.0096879
0.32867,-0.016317
0.32875,-0.02351
0.32883,-0.030218
0.32892,-0.036684
0.329,-0.043545
0.32908,-0.050101
0.32917,-0.055948
0.32925,-0.061595
0.32933,-0.066878
0.32942,-0.071504
0.3295,-0.075544
0.32958,-0.078933
0.32967,-0.081957
0.32975,-0.084747
0.32983,-0.086791
0.32992,-0.088217
0.33,-0.089378
0.33008,-0.08928
0.33017,-0.087692
0.33025,-0.085763
0.33033,-0.083352
0.33042,-0.080086
0.3305,-0.07634
0.33058,-0.072405
0.33067,-0.068346
0.33075,-0.063761
0.33083,-0.058678
0.33092,-0.05309
0.331,-0.046667
0.33108,-0.039826
0.33117,-0.03256
0.33125,-0.024686
0.33133,-0.016578
0.33142,-0.0082695
0.3315,-0.00049338
0.33158,0.0062598
0.33167,0.0133
0.33175,0.020645
0.33183,0.027126
0.33192,0.033483
0.332,0.040403
0.33208,0.047117
0.33217,0.053216
0.33225,0.058907
0.33233,0.064059
0.33242,0.068596
0.3325,0.072806
0.33258,0.076435
0.33267,0.079475
0.33275,0.082094
0.33283,0.084144
0.33292,0.085795
0.333,0.087053
0.33308,0.087427
0.33317,0.08638
0.33325,0.084909
0.33333,0.083328
0.33342,0.080157
0.3335,0.076233
0.33358,0.072362
0.33367,0.067663
0.33375,0.062655
0.33383,0.057232
0.33392,0.051051
0.334,0.045407
0.33408,0.039936
0.33417,0.033693
0.33425,0.027531
0.33433,0.021238
0.33442,0.014027
0.3345,0.0065793
0.33458,-0.00066484
0.33467,-0.0080426
0.33475,-0.01554
0.33483,-0.022664
0.33492,-0.029395
0.335,-0.035846
0.33508,-0.0418
0.33517,-0.047696
0.33525,-0.053221
0.33533,-0.05803
0.33542,-0.063107
0.3355,-0.067884
0.33558,-0.071716
0.33567,-0.075253
0.33575,-0.077891
0.33583,-0.079563
0.33592,-0.081206
0.336,-0.082486
0.33608,-0.08294
0.33617,-0.082523
0.33625,-0.081299
0.33633,-0.079503
0.33642,-0.076927
0.3365,-0.07373
0.33658,-0.070141
0.33667,-0.06587
0.33675,-0.061109
0.33683,-0.055551
0.33692,-0.049278
0.337,-0.04344
0.33708,-0.03745
0.33717,-0.030964
0.33725,-0.024736
0.33733,-0.018195
0.33742,-0.011203
0.3375,-0.0041489
0.33758,0.0029328
0.33767,0.0099257
0.33775,0.016755
0.33783,0.023272
0.33792,0.02971
0.338,0.036104
0.33808,0.04215
0.33817,0.047715
0.33825,0.05249
0.33833,0.056693
0.33842,0.060838
0.3385,0.064505
0.33858,0.067161
0.33867,0.069668
0.33875,0.072324
0.33883,0.074025
0.33892,0.075097
0.339,0.075963
0.33908,0.076125
0.33917,0.075716
0.33925,0.074535
0.33933,0.072342
0.33942,0.069452
0.3395,0.065802
0.33958,0.061717
0.33967,0.057884
0.33975,0.053564
0.33983,0.048357
0.33992,0.043044
0.34,0.037374
0.34008,0.031074
0.34017,0.024408
0.34025,0.017551
0.34033,0.010503
0.34042,0.002906
0.3405,-0.0049246
0.34058,-0.012691
0.34067,-0.02042
0.34075,-0.027891
0.34083,-0.034973
0.34092,-0.041361
0.341,-0.047732
0.34108,-0.054366
0.34117,-0.060034
0.34125,-0.064936
0.34133,-0.069973
0.34142,-0.074921
0.3415,-0.079161
0.34158,-0.082649
0.34167,-0.085832
0.34175,-0.088634
0.34183,-0.090507
0.34192,-0.091479
0.342,-0.091921
0.34208,-0.091492
0.34217,-0.090377
0.34225,-0.089259
0.34233,-0.088029
0.34242,-0.085839
0.3425,-0.082479
0.34258,-0.079333
0.34267,-0.076049
0.34275,-0.071545
0.34283,-0.06662
0.34292,-0.061845
0.343,-0.057205
0.34308,-0.052064
0.34317,-0.046399
0.34325,-0.040498
0.34333,-0.033965
0.34342,-0.027328
0.3435,-0.020785
0.34358,-0.014008
0.34367,-0.0067338
0.34375,0.0011911
0.34383,0.0091255
0.34392,0.016778
0.344,0.024363
0.34408,0.031951
0.34417,0.039186
0.34425,0.046151
0.34433,0.053355
0.34442,0.060099
0.3445,0.065844
0.34458,0.070951
0.34467,0.075624
0.34475,0.07975
0.34483,0.08328
0.34492,0.086578
0.345,0.089208
0.34508,0.090292
0.34517,0.090583
0.34525,0.09084
0.34533,0.090309
0.34542,0.08879
0.3455,0.08639
0.34558,0.083015
0.34567,0.079138
0.34575,0.074686
0.34583,0.069791
0.34592,0.064818
0.346,0.059462
0.34608,0.053845
0.34617,0.0479
0.34625,0.04123
0.34633,0.033885
0.34642,0.026602
0.3465,0.020075
0.34658,0.013634
0.34667,0.0067695
0.34675,-0.00011089
0.34683,-0.006782
0.34692,-0.013205
0.347,-0.01927
0.34708,-0.025212
0.34717,-0.031778
0.34725,-0.038566
0.34733,-0.044707
0.34742,-0.050623
0.3475,-0.056045
0.34758,-0.060355
0.34767,-0.063962
0.34775,-0.066845
0.34783,-0.06905
0.34792,-0.070998
0.348,-0.07278
0.34808,-0.074055
0.34817,-0.074469
0.34825,-0.074698
0.34833,-0.074761
0.34842,-0.074171
0.3485,-0.073345
0.34858,-0.071438
0.34867,-0.068286
0.34875,-0.06518
0.34883,-0.061506
0.34892,-0.056995
0.349,-0.052265
0.34908,-0.046941
0.34917,-0.041357
0.34925,-0.035779
0.34933,-0.02944
0.34942,-0.022131
0.3495,-0.014518
0.34958,-0.0071351
0.34967,0.00028524
0.34975,0.0078452
0.34983,0.015108
0.34992,0.022534
0.35,0.030234
0.35008,0.03724
0.35017,0.043971
0.35025,0.050608
0.35033,0.056513
0.35042,0.061877
0.3505,0.06665
0.35058,0.071176
0.35067,0.075554
0.35075,0.079197
0.35083,0.082092
0.35092,0.084728
0.351,0.087356
0.35108,0.088994
0.35117,0.089367
0.35125,0.089118
0.35133,0.087918
0.35142,0.085822
0.3515,0.083396
0.35158,0.080513
0.35167,0.076872
0.35175,0.072919
0.35183,0.068822
0.35192,0.063926
0.352,0.05848
0.35208,0.052723
0.35217,0.046491
0.35225,0.040244
0.35233,0.033561
0.35242,0.026302
0.3525,0.019121
0.35258,0.012075
0.35267,0.0052452
0.35275,-0.0017315
0.35283,-0.00891
0.35292,-0.015931
0.353,-0.023221
0.35308,-0.030436
0.35317,-0.037109
0.35325,-0.044039
0.35333,-0.050933
0.35342,-0.056731
0.3535,-0.061952
0.35358,-0.06714
