Time [s],P [Pa]
0.25925,-0.053052
0.25933,0.032957
0.25942,0.063399
0.2595,-0.0038561
0.25958,-0.074424
0.25967,-0.047243
0.25975,0.039336
0.25983,0.061989
0.25992,-0.0099512
0.26,-0.075617
0.26008,-0.040683
0.26017,0.046254
0.26025,0.060913
0.26033,-0.016536
0.26042,-0.076828
0.2605,-0.034443
0.26058,0.050197
0.26067,0.056717
0.26075,-0.02336
0.26083,-0.077233
0.26092,-0.028238
0.261,0.053762
0.26108,0.052631
0.26117,-0.028803
0.26125,-0.075835
0.26133,-0.021636
0.26142,0.057193
0.2615,0.04955
0.26158,-0.033428
0.26167,-0.075033
0.26175,-0.015299
0.26183,0.061131
0.26192,0.046383
0.262,-0.036687
0.26208,-0.070381
0.26217,-0.0074963
0.26225,0.063534
0.26233,0.044118
0.26242,-0.038037
0.2625,-0.066577
0.26258,0.00035159
0.26267,0.06741
0.26275,0.04076
0.26283,-0.040556
0.26292,-0.061971
0.263,0.0070862
0.26308,0.068756
0.26317,0.03712
0.26325,-0.042568
0.26333,-0.058295
0.26342,0.012762
0.2635,0.06978
0.26358,0.032814
0.26367,-0.04542
0.26375,-0.054524
0.26383,0.019076
0.26392,0.071892
0.264,0.029869
0.26408,-0.048814
0.26417,-0.052312
0.26425,0.025966
0.26433,0.074445
0.26442,0.025562
0.2645,-0.051783
0.26458,-0.048812
0.26467,0.03113
0.26475,0.074277
0.26483,0.019734
0.26492,-0.05653
0.265,-0.047136
0.26508,0.034968
0.26517,0.072395
0.26525,0.012793
0.26533,-0.060406
0.26542,-0.044618
0.2655,0.037897
0.26558,0.070139
0.26567,0.007161
0.26575,-0.062973
0.26583,-0.040725
0.26592,0.042491
0.266,0.068006
0.26608,0.00060323
0.26617,-0.065675
0.26625,-0.036832
0.26633,0.047157
0.26642,0.066408
0.2665,-0.0062047
0.26658,-0.068828
0.26667,-0.032188
0.26675,0.052162
0.26683,0.063684
0.26692,-0.013508
0.267,-0.071166
0.26708,-0.028123
0.26717,0.054353
0.26725,0.058976
0.26733,-0.020381
0.26742,-0.071893
0.2675,-0.022372
0.26758,0.057559
0.26767,0.0552
0.26775,-0.025535
0.26783,-0.072022
0.26792,-0.017851
0.268,0.059816
0.26808,0.05069
0.26817,-0.031066
0.26825,-0.070895
0.26833,-0.012932
0.26842,0.060704
0.2685,0.046342
0.26858,-0.035667
0.26867,-0.070414
0.26875,-0.0081563
0.26883,0.062048
0.26892,0.041275
0.269,-0.039574
0.26908,-0.067891
0.26917,-0.0048025
0.26925,0.060019
0.26933,0.035931
0.26942,-0.042347
0.2695,-0.065746
0.26958,-0.0017151
0.26967,0.058504
0.26975,0.030651
0.26983,-0.044648
0.26992,-0.062631
0.27,0.00087528
0.27008,0.056693
0.27017,0.027396
0.27025,-0.046347
0.27033,-0.061362
0.27042,0.0036715
0.2705,0.055641
0.27058,0.022377
0.27067,-0.047934
0.27075,-0.057142
0.27083,0.0074124
0.27092,0.054686
0.271,0.019622
0.27108,-0.047987
0.27117,-0.053587
0.27125,0.011478
0.27133,0.05586
0.27142,0.018625
0.2715,-0.047298
0.27158,-0.049972
0.27167,0.014927
0.27175,0.056665
0.27183,0.017303
0.27192,-0.048306
0.272,-0.04795
0.27208,0.018226
0.27217,0.056686
0.27225,0.014092
0.27233,-0.050211
0.27242,-0.045624
0.2725,0.022438
0.27258,0.05842
0.27267,0.012134
0.27275,-0.051581
0.27283,-0.041624
0.27292,0.0278
0.273,0.058102
0.27308,0.0083494
0.27317,-0.052476
0.27325,-0.038499
0.27333,0.032186
0.27342,0.059815
0.2735,0.0060378
0.27358,-0.05341
0.27367,-0.033486
0.27375,0.038288
0.27383,0.060406
0.27392,0.0027345
0.274,-0.054627
0.27408,-0.03089
0.27417,0.041241
0.27425,0.060227
0.27433,0.00042912
0.27442,-0.054053
0.2745,-0.026116
0.27458,0.045
0.27467,0.060167
0.27475,-0.0009007
0.27483,-0.053964
0.27492,-0.023435
0.275,0.048348
0.27508,0.059158
0.27517,-0.0066783
0.27525,-0.057138
0.27533,-0.020362
0.27542,0.051471
0.2755,0.056815
0.27558,-0.011529
0.27567,-0.057941
0.27575,-0.016257
0.27583,0.05442
0.27592,0.054209
0.276,-0.016382
0.27608,-0.058602
0.27617,-0.01214
0.27625,0.057328
0.27633,0.051311
0.27642,-0.021344
0.2765,-0.058221
0.27658,-0.0076412
0.27667,0.058451
0.27675,0.047808
0.27683,-0.024298
0.27692,-0.056653
0.277,-0.0040633
0.27708,0.057676
0.27717,0.04265
0.27725,-0.027759
0.27733,-0.055934
0.27742,-0.0019543
0.2775,0.056708
0.27758,0.037137
0.27767,-0.032131
0.27775,-0.053624
0.27783,0.002528
0.27792,0.05597
0.278,0.031317
0.27808,-0.037705
0.27817,-0.054671
0.27825,0.0041985
0.27833,0.054218
0.27842,0.024726
0.2785,-0.043561
0.27858,-0.055006
0.27867,0.0068966
0.27875,0.053763
0.27883,0.01986
0.27892,-0.048052
0.279,-0.0551
0.27908,0.0096448
0.27917,0.053781
0.27925,0.014806
0.27933,-0.052496
0.27942,-0.053509
0.2795,0.012979
0.27958,0.052247
0.27967,0.0097267
0.27975,-0.055297
0.27983,-0.051813
0.27992,0.014839
0.28,0.049459
0.28008,0.0047754
0.28017,-0.056561
0.28025,-0.049014
0.28033,0.016659
0.28042,0.046555
0.2805,-0.00023876
0.28058,-0.057251
0.28067,-0.045029
0.28075,0.018493
0.28083,0.043705
0.28092,-0.0032595
0.281,-0.056515
0.28108,-0.041259
0.28117,0.02086
0.28125,0.042001
0.28133,-0.0056048
0.28142,-0.055251
0.2815,-0.037874
0.28158,0.022159
0.28167,0.040661
0.28175,-0.0065727
0.28183,-0.053909
0.28192,-0.034722
0.282,0.025678
0.28208,0.042565
0.28217,-0.0062699
0.28225,-0.051887
0.28233,-0.030488
0.28242,0.028222
0.2825,0.042409
0.28258,-0.0062207
0.28267,-0.049712
0.28275,-0.026999
0.28283,0.030536
0.28292,0.042034
0.283,-0.0076021
0.28308,-0.048719
0.28317,-0.023689
0.28325,0.032878
0.28333,0.042135
0.28342,-0.0087302
0.2835,-0.04845
0.28358,-0.020818
0.28367,0.034873
0.28375,0.040838
0.28383,-0.010821
0.28392,-0.047837
0.284,-0.017081
0.28408,0.038926
0.28417,0.042246
0.28425,-0.012009
0.28433,-0.047899
0.28442,-0.012791
0.2845,0.044698
0.28458,0.043401
0.28467,-0.014857
0.28475,-0.047581
0.28483,-0.0067732
0.28492,0.050792
0.285,0.043505
0.28508,-0.019081
0.28517,-0.047481
0.28525,0.00079059
0.28533,0.057411
0.28542,0.04233
0.2855,-0.023602
0.28558,-0.047422
0.28567,0.0059301
0.28575,0.061003
0.28583,0.039845
0.28592,-0.028693
0.286,-0.047681
0.28608,0.010825
0.28617,0.06339
0.28625,0.037566
0.28633,-0.029604
0.28642,-0.044543
0.2865,0.013853
0.28658,0.06281
0.28667,0.034683
0.28675,-0.031146
0.28683,-0.042944
0.28692,0.0162
0.287,0.062599
0.28708,0.031692
0.28717,-0.033631
0.28725,-0.041288
0.28733,0.019814
0.28742,0.062263
0.2875,0.026814
0.28758,-0.037276
0.28767,-0.039185
0.28775,0.024674
0.28783,0.062912
0.28792,0.021682
0.288,-0.042032
0.28808,-0.038602
0.28817,0.027332
0.28825,0.06151
0.28833,0.016519
0.28842,-0.045029
0.2885,-0.037469
0.28858,0.02904
0.28867,0.060537
0.28875,0.013197
0.28883,-0.046313
0.28892,-0.035048
0.289,0.029747
0.28908,0.056659
0.28917,0.0095231
0.28925,-0.046258
0.28933,-0.033766
0.28942,0.028474
0.2895,0.052565
0.28958,0.00635
0.28967,-0.045263
0.28975,-0.030299
0.28983,0.029792
0.28992,0.049658
0.29,0.0027625
0.29008,-0.043987
0.29017,-0.0254
0.29025,0.032107
0.29033,0.047914
0.29042,-0.00011088
0.2905,-0.044688
0.29058,-0.023287
0.29067,0.033422
0.29075,0.045885
0.29083,-0.0037136
0.29092,-0.046407
0.291,-0.022043
0.29108,0.034008
0.29117,0.04298
0.29125,-0.0080867
0.29133,-0.049665
0.29142,-0.023437
0.2915,0.03346
0.29158,0.041005
0.29167,-0.011527
0.29175,-0.051306
0.29183,-0.022284
0.29192,0.034235
0.292,0.039786
0.29208,-0.013083
0.29217,-0.050754
0.29225,-0.019541
0.29233,0.035712
0.29242,0.038775
0.2925,-0.013567
0.29258,-0.049031
0.29267,-0.017217
0.29275,0.036021
0.29283,0.036537
0.29292,-0.015246
0.293,-0.04762
0.29308,-0.014765
0.29317,0.037143
0.29325,0.036538
0.29333,-0.015599
0.29342,-0.047608
0.2935,-0.014305
0.29358,0.037602
0.29367,0.03625
0.29375,-0.016294
0.29383,-0.046975
0.29392,-0.011528
0.294,0.04157
0.29408,0.038348
0.29417,-0.01681
0.29425,-0.046334
0.29433,-0.0085555
0.29442,0.044061
0.2945,0.03885
0.29458,-0.01743
0.29467,-0.045978
0.29475,-0.0065594
0.29483,0.044975
0.29492,0.038053
0.295,-0.01715
0.29508,-0.044293
0.29517,-0.0043856
0.29525,0.046765
0.29533,0.037344
0.29542,-0.019347
0.2955,-0.044534
0.29558,-0.002854
0.29567,0.047568
0.29575,0.036043
0.29583,-0.021647
0.29592,-0.044157
0.296,0.00022973
0.29608,0.048632
0.29617,0.033721
0.29625,-0.024201
0.29633,-0.04368
0.29642,0.0037058
0.2965,0.051121
0.29658,0.032153
0.29667,-0.027758
0.29675,-0.04356
0.29683,0.0091672
0.29692,0.055006
0.297,0.029766
0.29708,-0.030209
0.29717,-0.04057
0.29725,0.014278
0.29733,0.057865
0.29742,0.028926
0.2975,-0.032918
0.29758,-0.039455
0.29767,0.019766
0.29775,0.059986
0.29783,0.024574
0.29792,-0.037465
0.298,-0.038755
0.29808,0.023007
0.29817,0.05933
0.29825,0.019127
0.29833,-0.041326
0.29842,-0.03681
0.2985,0.026018
0.29858,0.0575
0.29867,0.013858
0.29875,-0.043976
0.29883,-0.034425
0.29892,0.028322
0.299,0.055109
0.29908,0.0097724
0.29917,-0.044662
0.29925,-0.032201
0.29933,0.029012
0.29942,0.051994
0.2995,0.0049349
0.29958,-0.046991
0.29967,-0.031523
0.29975,0.0287
0.29983,0.048428
0.29992,0.00067711
0.3,-0.048218
0.30008,-0.030693
0.30017,0.027684
0.30025,0.044799
0.30033,-0.0026701
0.30042,-0.048868
0.3005,-0.029687
0.30058,0.027356
0.30067,0.041961
0.30075,-0.0050407
0.30083,-0.047812
0.30092,-0.027439
0.301,0.027332
0.30108,0.040135
0.30117,-0.0063148
0.30125,-0.04757
0.30133,-0.026852
0.30142,0.026545
0.3015,0.038232
0.30158,-0.0080543
0.30167,-0.048242
0.30175,-0.02606
0.30183,0.027411
0.30192,0.037222
0.302,-0.0102
0.30208,-0.048728
0.30217,-0.023863
0.30225,0.030607
0.30233,0.037979
0.30242,-0.013712
0.3025,-0.051883
0.30258,-0.022017
0.30267,0.03328
0.30275,0.035745
0.30283,-0.019191
0.30292,-0.055126
0.303,-0.020918
0.30308,0.034905
0.30317,0.033129
0.30325,-0.024841
0.30333,-0.058147
0.30342,-0.018718
0.3035,0.038158
0.30358,0.031529
0.30367,-0.03033
0.30375,-0.060415
0.30383,-0.015372
0.30392,0.041405
0.304,0.030315
0.30408,-0.033721
0.30417,-0.061365
0.30425,-0.012494
0.30433,0.044447
0.30442,0.029406
0.3045,-0.037344
0.30458,-0.062066
0.30467,-0.0081893
0.30475,0.048314
0.30483,0.027612
0.30492,-0.041549
0.305,-0.061332
0.30508,-0.0025181
0.30517,0.051818
0.30525,0.025599
0.30533,-0.044747
0.30542,-0.05979
0.3055,0.0033402
0.30558,0.055584
0.30567,0.0242
0.30575,-0.046174
0.30583,-0.056038
0.30592,0.0095325
0.306,0.058371
0.30608,0.023091
0.30617,-0.046313
0.30625,-0.05255
0.30633,0.014173
0.30642,0.060449
0.3065,0.021494
0.30658,-0.047584
0.30667,-0.049784
0.30675,0.016932
0.30683,0.057849
0.30692,0.016279
0.307,-0.048679
0.30708,-0.045753
0.30717,0.020029
0.30725,0.056114
0.30733,0.013083
0.30742,-0.04898
0.3075,-0.042067
0.30758,0.02432
0.30767,0.055506
0.30775,0.0097593
0.30783,-0.047473
0.30792,-0.03625
0.308,0.028185
0.30808,0.055486
0.30817,0.0076962
0.30825,-0.048098
0.30833,-0.033387
0.30842,0.031222
0.3085,0.055243
0.30858,0.0053554
0.30867,-0.049091
0.30875,-0.031189
0.30883,0.034009
0.30892,0.054187
0.309,0.0012749
0.30908,-0.050342
0.30917,-0.028306
0.30925,0.035623
0.30933,0.05157
0.30942,-0.0023721
0.3095,-0.051093
0.30958,-0.026141
0.30967,0.037536
0.30975,0.050644
0.30983,-0.0050026
0.30992,-0.051163
0.31,-0.02243
0.31008,0.040482
0.31017,0.049303
0.31025,-0.0085332
0.31033,-0.052086
0.31042,-0.018903
0.3105,0.044294
0.31058,0.048385
0.31067,-0.012475
0.31075,-0.053254
0.31083,-0.016523
0.31092,0.04599
0.311,0.047028
0.31108,-0.015527
0.31117,-0.054794
0.31125,-0.015145
0.31133,0.046591
0.31142,0.043367
0.3115,-0.019897
0.31158,-0.055469
0.31167,-0.014594
0.31175,0.044591
0.31183,0.03958
0.31192,-0.022966
0.312,-0.056616
0.31208,-0.014047
0.31217,0.045111
0.31225,0.03734
0.31233,-0.026943
0.31242,-0.056755
0.3125,-0.0095865
0.31258,0.047682
0.31267,0.034237
0.31275,-0.032683
0.31283,-0.059484
0.31292,-0.0065748
0.313,0.050958
0.31308,0.031511
0.31317,-0.037304
0.31325,-0.059551
0.31333,-0.0032545
0.31342,0.052564
0.3135,0.027892
0.31358,-0.043444
0.31367,-0.060775
0.31375,0.0013549
0.31383,0.055544
0.31392,0.025301
0.314,-0.046768
0.31408,-0.059332
0.31417,0.0055223
0.31425,0.056568
0.31433,0.021384
0.31442,-0.051322
0.3145,-0.058201
0.31458,0.011203
0.31467,0.05839
0.31475,0.017344
0.31483,-0.054026
0.31492,-0.05479
0.315,0.017101
0.31508,0.059877
0.31517,0.013249
0.31525,-0.057039
0.31533,-0.051983
0.31542,0.021348
0.3155,0.059125
0.31558,0.0090191
0.31567,-0.057624
0.31575,-0.0471
0.31583,0.026162
0.31592,0.059929
0.316,0.00763
0.31608,-0.057662
0.31617,-0.044325
0.31625,0.028905
0.31633,0.058711
0.31642,0.004343
0.3165,-0.057569
0.31658,-0.039624
0.31667,0.033626
0.31675,0.058763
0.31683,0.0015462
0.31692,-0.057378
0.317,-0.035773
0.31708,0.035688
0.31717,0.056525
0.31725,-0.0010434
0.31733,-0.056116
0.31742,-0.031337
0.3175,0.039161
0.31758,0.056717
0.31767,-0.0021068
0.31775,-0.054727
0.31783,-0.027232
0.31792,0.041798
0.318,0.055591
0.31808,-0.0042251
0.31817,-0.053897
0.31825,-0.022874
0.31833,0.045649
0.31842,0.055535
0.3185,-0.0057374
0.31858,-0.052439
0.31867,-0.018766
0.31875,0.047546
0.31883,0.052382
0.31892,-0.01005
0.319,-0.052094
0.31908,-0.014826
0.31917,0.049261
0.31925,0.050246
0.31933,-0.012459
0.31942,-0.050506
0.3195,-0.0098645
0.31958,0.051572
0.31967,0.047764
0.31975,-0.015135
0.31983,-0.049331
0.31992,-0.0060953
0.32,0.052442
0.32008,0.044234
0.32017,-0.017301
0.32025,-0.047375
0.32033,-0.0040584
0.32042,0.05202
0.3205,0.042886
0.32058,-0.018062
0.32067,-0.047349
0.32075,-0.0034166
0.32083,0.052558
0.32092,0.042051
0.321,-0.019466
0.32108,-0.047124
0.32117,-0.0026446
0.32125,0.051672
0.32133,0.040351
0.32142,-0.020744
0.3215,-0.047918
0.32158,-0.0028786
0.32167,0.051157
0.32175,0.038495
0.32183,-0.022532
0.32192,-0.047745
0.322,-0.0022135
0.32208,0.050402
0.32217,0.036994
0.32225,-0.023654
0.32233,-0.047487
0.32242,-0.00094665
0.3225,0.050142
0.32258,0.034783
0.32267,-0.025635
0.32275,-0.048361
0.32283,-0.00098254
0.32292,0.050127
0.323,0.032703
0.32308,-0.029875
0.32317,-0.050924
0.32325,0.0001191
0.32333,0.050697
0.32342,0.028802
0.3235,-0.035001
0.32358,-0.052224
0.32367,0.0014005
0.32375,0.050338
0.32383,0.025943
0.32392,-0.038399
0.324,-0.053499
0.32408,0.0022857
0.32417,0.049681
0.32425,0.022677
0.32433,-0.04097
0.32442,-0.053408
0.3245,0.0039679
0.32458,0.050306
0.32467,0.019929
0.32475,-0.04441
0.32483,-0.05218
0.32492,0.0081864
0.325,0.05115
0.32508,0.01666
0.32517,-0.046989
0.32525,-0.050514
0.32533,0.012323
0.32542,0.052384
0.3255,0.012905
0.32558,-0.050485
0.32567,-0.048674
0.32575,0.016243
0.32583,0.05311
0.32592,0.010602
0.326,-0.052501
0.32608,-0.047517
0.32617,0.019609
0.32625,0.053723
0.32633,0.0066613
0.32642,-0.05611
0.3265,-0.046641
0.32658,0.022428
0.32667,0.053799
0.32675,0.0029664
0.32683,-0.059414
0.32692,-0.045
0.327,0.0259
0.32708,0.052699
0.32717,-0.0017637
0.32725,-0.061668
0.32733,-0.042851
0.32742,0.028447
0.3275,0.051683
0.32758,-0.0054779
0.32767,-0.063562
0.32775,-0.04013
0.32783,0.03261
0.32792,0.051133
0.328,-0.010342
0.32808,-0.065171
0.32817,-0.036185
0.32825,0.03582
0.32833,0.049878
0.32842,-0.012743
0.3285,-0.064571
0.32858,-0.032381
0.32867,0.038361
0.32875,0.047828
0.32883,-0.015349
0.32892,-0.062455
0.329,-0.027616
0.32908,0.040122
0.32917,0.046317
0.32925,-0.015703
0.32933,-0.05962
0.32942,-0.023464
0.3295,0.0425
0.32958,0.045205
0.32967,-0.017557
0.32975,-0.057603
0.32983,-0.0193
0.32992,0.043558
0.33,0.044013
0.33008,-0.01754
0.33017,-0.056161
0.33025,-0.017031
0.33033,0.044992
0.33042,0.042689
0.3305,-0.019491
0.33058,-0.05539
0.33067,-0.014108
0.33075,0.047176
0.33083,0.04252
0.33092,-0.020364
0.331,-0.053749
0.33108,-0.010824
0.33117,0.048123
0.33125,0.041105
0.33133,-0.02072
0.33142,-0.052274
0.3315,-0.0098305
0.33158,0.047554
0.33167,0.040151
0.33175,-0.020845
0.33183,-0.051065
0.33192,-0.0076045
0.332,0.048497
0.33208,0.037955
0.33217,-0.023048
0.33225,-0.049975
0.33233,-0.0063628
0.33242,0.046689
0.3325,0.035343
0.33258,-0.024512
0.33267,-0.050536
0.33275,-0.0067507
0.33283,0.044064
0.33292,0.030893
0.333,-0.026682
0.33308,-0.050431
0.33317,-0.0071685
0.33325,0.043116
0.33333,0.029458
0.33342,-0.028323
0.3335,-0.04958
0.33358,-0.004998
0.33367,0.042808
0.33375,0.028391
0.33383,-0.027975
0.33392,-0.049316
0.334,-0.0045144
0.33408,0.044694
0.33417,0.029317
0.33425,-0.029866
0.33433,-0.049763
0.33442,-0.00036856
0.3345,0.048484
0.33458,0.028444
0.33467,-0.032652
0.33475,-0.050345
0.33483,0.001766
0.33492,0.05023
0.335,0.026381
0.33508,-0.035957
0.33517,-0.049317
0.33525,0.0053357
0.33533,0.05126
0.33542,0.024908
0.3355,-0.037604
0.33558,-0.049261
0.33567,0.0068872
0.33575,0.050502
0.33583,0.020984
0.33592,-0.039368
0.336,-0.046819
0.33608,0.0088967
0.33617,0.049362
0.33625,0.018596
0.33633,-0.040762
0.33642,-0.04604
0.3365,0.010562
0.33658,0.048445
0.33667,0.015809
0.33675,-0.040391
0.33683,-0.042139
0.33692,0.013501
0.337,0.048936
0.33708,0.015352
0.33717,-0.040426
0.33725,-0.040288
0.33733,0.016159
0.33742,0.048194
0.3375,0.011615
0.33758,-0.041189
0.33767,-0.036957
0.33775,0.019027
0.33783,0.048128
0.33792,0.0095912
0.338,-0.042277
0.33808,-0.034882
0.33817,0.022463
0.33825,0.049235
0.33833,0.0075821
0.33842,-0.043885
0.3385,-0.032222
0.33858,0.026969
0.33867,0.050135
0.33875,0.0061247
0.33883,-0.042552
0.33892,-0.028288
0.339,0.029209
0.33908,0.049566
0.33917,0.0050483
0.33925,-0.042482
0.33933,-0.026358
0.33942,0.03176
0.3395,0.049598
0.33958,0.0028488
0.33967,-0.042326
0.33975,-0.022388
0.33983,0.034553
0.33992,0.048142
0.34,0.00081488
0.34008,-0.041213
0.34017,-0.018747
0.34025,0.037377
0.34033,0.047445
0.34042,-0.0019813
0.3405,-0.041893
0.34058,-0.015906
0.34067,0.040322
0.34075,0.046918
0.34083,-0.0043736
0.34092,-0.041432
0.341,-0.012211
0.34108,0.04232
0.34117,0.044365
0.34125,-0.0079717
0.34133,-0.041152
0.34142,-0.0090639
0.3415,0.043699
0.34158,0.043192
0.34167,-0.0095529
0.34175,-0.041071
0.34183,-0.0066787
0.34192,0.045486
0.342,0.04231
0.34208,-0.010748
0.34217,-0.040692
0.34225,-0.0059016
0.34233,0.045117
0.34242,0.040883
0.3425,-0.01173
0.34258,-0.039952
0.34267,-0.004126
0.34275,0.045772
0.34283,0.040076
0.34292,-0.012075
0.343,-0.039088
0.34308,-0.0026791
0.34317,0.047315
0.34325,0.039735
0.34333,-0.015018
0.34342,-0.040059
0.3435,-0.00010577
0.34358,0.048194
0.34367,0.0372
0.34375,-0.017732
0.34383,-0.04098
0.34392,0.0003788
0.344,0.048219
0.34408,0.035346
0.34417,-0.02071
0.34425,-0.042325
0.34433,0.0017759
0.34442,0.048741
0.3445,0.0326
0.34458,-0.023779
0.34467,-0.04335
0.34475,0.0020894
0.34483,0.04906
0.34492,0.030684
0.345,-0.027608
0.34508,-0.044265
0.34517,0.0042732
0.34525,0.049072
0.34533,0.027119
0.34542,-0.032181
0.3455,-0.047148
0.34558,0.0037687
0.34567,0.047805
0.34575,0.021733
0.34583,-0.038675
0.34592,-0.048685
0.346,0.0065229
0.34608,0.048558
0.34617,0.017977
0.34625,-0.042562
0.34633,-0.048363
0.34642,0.0088483
0.3465,0.047605
0.34658,0.013204
0.34667,-0.046586
0.34675,-0.048588
0.34683,0.0099655
0.34692,0.045717
0.347,0.0085997
0.34708,-0.050016
0.34717,-0.048831
0.34725,0.011619
0.34733,0.04572
0.34742,0.0047879
0.3475,-0.054006
0.34758,-0.047878
0.34767,0.015246
0.34775,0.046175
0.34783,0.0019986
0.34792,-0.055745
0.348,-0.045894
0.34808,0.019075
0.34817,0.046868
0.34825,-0.0015022
0.34833,-0.057939
0.34842,-0.043843
0.3485,0.021295
0.34858,0.045435
0.34867,-0.0053275
0.34875,-0.059422
0.34883,-0.040523
0.34892,0.025591
0.349,0.04571
0.34908,-0.0079936
0.34917,-0.059091
0.34925,-0.035204
0.34933,0.030482
0.34942,0.04549
0.3495,-0.0112
0.34958,-0.059791
0.34967,-0.031086
0.34975,0.034831
0.34983,0.044689
0.34992,-0.014721
0.35,-0.059816
0.35008,-0.026645
0.35017,0.038573
0.35025,0.043211
0.35033,-0.019167
0.35042,-0.06068
0.3505,-0.022626
0.35058,0.040118
0.35067,0.038772
0.35075,-0.022242
0.35083,-0.05768
0.35092,-0.018381
0.351,0.040804
0.35108,0.036488
0.35117,-0.024279
0.35125,-0.056359
0.35133,-0.01428
0.35142,0.04257
0.3515,0.033705
0.35158,-0.027513
0.35167,-0.055779
0.35175,-0.01059
0.35183,0.044708
0.35192,0.032149
0.352,-0.02919
0.35208,-0.054162
0.35217,-0.0067832
0.35225,0.047268
0.35233,0.031178
0.35242,-0.031636
0.3525,-0.053911
0.35258,-0.0036035
0.35267,0.049804
0.35275,0.030365
0.35283,-0.033673
0.35292,-0.05253
0.353,-0.00045428
0.35308,0.049493
0.35317,0.02848
0.35325,-0.03306
0.35333,-0.050503
0.35342,0.00076552
0.3535,0.04911
0.35358,0.027008
0.35367,-0.033882
0.35375,-0.04954
0.35383,0.0026652
0.35392,0.050314
0.354,0.026738
0.35408,-0.034673
0.35417,-0.048232
0.35425,0.006298
0.35433,0.052658
0.35442,0.025491
0.3545,-0.036902
0.35458,-0.047149
0.35467,0.009557
0.35475,0.053013
0.35483,0.022591
0.35492,-0.039037
0.355,-0.046093
0.35508,0.012549
0.35517,0.053449
0.35525,0.018641
0.35533,-0.042082
0.35542,-0.044573
0.3555,0.014288
0.35558,0.051729
0.35567,0.015753
0.35575,-0.043672
0.35583,-0.04446
0.35592,0.015304
0.356,0.051076
0.35608,0.012776
0.35617,-0.04582
0.35625,-0.043502
0.35633,0.01737
0.35642,0.051
0.3565,0.010505
0.35658,-0.047202
0.35667,-0.041989
0.35675,0.018475
0.35683,0.04797
0.35692,0.0065379
0.357,-0.046914
0.35708,-0.039038
0.35717,0.018673
0.35725,0.045398
0.35733,0.0050122
0.35742,-0.045981
0.3575,-0.036602
0.35758,0.019684
0.35767,0.043199
0.35775,0.0025647
0.35783,-0.045865
0.35792,-0.035115
0.358,0.021349
0.35808,0.044644
0.35817,0.002754
0.35825,-0.045492
0.35833,-0.032314
0.35842,0.024954
0.3585,0.045677
0.35858,0.0012238
0.35867,-0.045738
0.35875,-0.029787
0.35883,0.027104
0.35892,0.045321
0.359,0.0002428
0.35908,-0.043956
0.35917,-0.025771
0.35925,0.028147
0.35933,0.042976
0.35942,0.00044165
0.3595,-0.040009
0.35958,-0.022734
0.35967,0.027941
0.35975,0.04167
0.35983,0.00030015
0.35992,-0.038819
0.36,-0.020931
0.36008,0.028753
0.36017,0.041045
0.36025,-0.00029188
0.36033,-0.038769
0.36042,-0.019565
0.3605,0.031876
0.36058,0.043141
0.36067,-0.00091266
0.36075,-0.038855
0.36083,-0.016785
0.36092,0.035677
0.361,0.045514
0.36108,-0.00069857
0.36117,-0.039145
0.36125,-0.014931
0.36133,0.038949
0.36142,0.046411
0.3615,-0.0029954
0.36158,-0.040983
0.36167,-0.014463
0.36175,0.038756
0.36183,0.044489
0.36192,-0.0039166
0.362,-0.040211
0.36208,-0.012886
0.36217,0.04078
0.36225,0.045453
0.36233,-0.0042542
0.36242,-0.039217
0.3625,-0.0099765
0.36258,0.043417
0.36267,0.046111
0.36275,-0.0056048
0.36283,-0.039489
0.36292,-0.0065145
0.363,0.047631
0.36308,0.046641
0.36317,-0.0084892
0.36325,-0.041058
0.36333,-0.0035204
0.36342,0.051427
0.3635,0.045969
0.36358,-0.013225
0.36367,-0.044931
0.36375,-0.0023461
0.36383,0.054607
0.36392,0.044661
0.364,-0.017813
0.36408,-0.0461
0.36417,0.00035171
0.36425,0.055922
0.36433,0.042557
0.36442,-0.020398
0.3645,-0.045027
0.36458,0.004759
0.36467,0.058689
0.36475,0.040843
0.36483,-0.023483
0.36492,-0.044496
0.365,0.0082881
0.36508,0.060074
0.36517,0.03776
0.36525,-0.027773
0.36533,-0.04469
0.36542,0.011562
0.3655,0.059539
0.36558,0.031379
0.36567,-0.033389
0.36575,-0.045575
0.36583,0.012784
0.36592,0.058704
0.366,0.026732
0.36608,-0.03829
0.36617,-0.045833
0.36625,0.015884
0.36633,0.059807
0.36642,0.02408
0.3665,-0.040361
0.36658,-0.043743
0.36667,0.018682
0.36675,0.059316
0.36683,0.021112
0.36692,-0.042254
0.367,-0.041617
0.36708,0.021167
0.36717,0.056762
0.36725,0.016613
0.36733,-0.043383
0.36742,-0.039958
0.3675,0.022248
0.36758,0.054826
0.36767,0.012649
0.36775,-0.044798
0.36783,-0.037433
0.36792,0.023974
0.368,0.052303
0.36808,0.0077535
0.36817,-0.04814
0.36825,-0.037
0.36833,0.025967
0.36842,0.051111
0.3685,0.0026179
0.36858,-0.051519
0.36867,-0.034626
0.36875,0.029505
0.36883,0.050409
0.36892,-0.0007402
0.369,-0.053444
0.36908,-0.033589
0.36917,0.031683
0.36925,0.049486
0.36933,-0.004834
0.36942,-0.054908
0.3695,-0.030607
0.36958,0.034267
0.36967,0.048004
0.36975,-0.0089483
